drug_id,function_description,components,label
TCMF9141,肾虚精亏，腰膝酸软，头晕耳鸣，遗精早泄，失眠多梦。,巴戟天，枸杞子，菟丝子，覆盆子，金樱子，知母，黄柏，当归，人参,韭菜子
TCMFx3005,类霍乱,厚朴，广藿香，半夏，苍术，陈皮,甘草
TCMF9993,肾阳不足，腰膝酸软，畏寒肢冷，头晕耳鸣，失眠多梦。,人参，党参，杜仲，肉苁蓉，熟地黄，益母草，红花，山茱萸，山药，枸杞子，菟丝子，防风，沉香，丁香,肉桂
TCMF8390,气阴两虚，心悸气短，失眠多梦，自汗盗汗，咽干舌燥。,黄芪，党参，麦冬，五味子,南五味子
TCMFx22,"头晕, 心悸, 目眩, 耳鸣, 健忘, 失眠, 疲乏无力; 更年期综合征, 病后体虚见上述证候者",人参，金樱子，女贞子，淫羊藿，甘草，黄芪，枸杞子，菟丝子，白芍，麦芽,黄精
TCMF10866,风热感冒，咽喉肿痛，牙龈肿痛，口舌生疮。,荆芥，石膏，青黛，细辛，牡丹皮，白芷，防风，青皮,甘草
TCMF10621,痔疮，肛裂，便血，便秘。,黄芩，槐花，地榆，枳实，枳壳，甘草,牡丹皮
TCMF3524,"虚劳, 眩晕",黄芪，熟地黄，狗脊，女贞子，覆盆子，何首乌，牛膝，当归，陈皮，南沙参，杜仲，川芎，百合，茯苓，山药，白术，甘草，泽泻，白芍,党参
TCMFx6021,跌打损伤,丁香，莲子，大黄，儿茶，白芍，血竭，牡丹皮，当归，木香，红花，甘草,茯苓
TCMF11771,肺肾阴虚，痰瘀阻络，咳嗽气喘，胸胁疼痛。,冬虫夏草，郁金，地骨皮，水蛭，地龙，龟甲,紫苏子
TCMFx7093,治疗感冒，支气管炎、咽喉炎引起的痰多咳嗽，气喘等症。,化橘红，百部，苦杏仁，白前，五味子，茯苓，甘草,半夏
TCMF11268,肝硬化，肝脾肿大，肝区疼痛，脘腹胀满，食欲不振。,黑豆，昆布，三棱，莪术，郁金，半边莲，白术，红花，茵陈，大黄，制何首乌，海藻，白芍，木瓜，桃仁，柴胡，当归，香附，熟地黄,虎杖
TCMF8402,疮疡肿毒，丹毒，蜂窝组织炎，急性淋巴结炎，急性扁桃体炎，急性阑尾炎。,黄芪，黄连，黄芩，黄柏，栀子，大黄，芒硝，金银花，蒲公英，紫花地丁，甘草,连翘
TCMF11692,痈疽发背，对口疮，搭手，无名肿毒，一切疮疡肿痛。,蓖麻子，没药，乳香，紫花地丁，蒲公英，黄柏，血余炭，轻粉,冰片
TCMFx7294,气滞寒凝引起的疝气、腹痛等症。,香附，小茴香，沉香，丁香，荔枝核，木香，陈皮，猪牙皂，泽泻,乌药
TCMF8162,骨质增生，风湿性关节炎，类风湿性关节炎。,鸡血藤，杜仲叶，骨碎补，昆布，党参，白芍，威灵仙，三七，延胡索，桂枝，制草乌，制川乌，牡蛎,马钱子粉
TCMF11890,气滞血瘀所致的胸痹心痛，胸闷，心悸，眩晕，脘腹胀痛。,没药，乳香，郁金，血竭，木香，川楝子，香附，白芍，陈皮，甘草,丹参
TCMF9715,肝气郁结，胸胁胀痛，胃脘疼痛，食欲不振。,豆蔻，姜黄，砂仁，木香，白芍，牡丹皮，沉香，川芎，当归，香附，丁香，延胡索，陈皮，青皮，吴茱萸，枳实，肉桂,厚朴
TCMF9924,痛经，月经不调，经前综合征。,丹参，红花，川芎，白芍，川楝子，香附，延胡索，甘草,当归
TCMF4202,胁痛,穿山甲，白薇，枳实，五味子，北豆根,泽兰
TCMF8875,肺热咳嗽，痰多粘稠，咽痛音哑，发热口渴。,黄芩，金银花，麦冬，天冬，浙贝母，薄荷，前胡，甘草,天花粉
TCMF10433,阴虚血少所致的头昏心悸，失眠健忘，烦躁不安。,鸡血藤，熟地黄，墨旱莲，首乌藤,合欢皮
TCMFx980,"积滞, 腹胀, 腹泻",鳖甲，黄芪，陈皮，枳实，白芍，白术，香附，草果，乌梅，焦槟榔，厚朴,川芎
TCMF11223,胃溃疡，十二指肠溃疡，慢性胃炎。,黄芪，白及，洋金花，海螵蛸,川芎
TCMF9754,血瘀证，胸闷心痛，跌打损伤，瘀血肿痛。,三七，丹参，红花，白术，茯苓，当归，川芎，桃仁，甘草,赤芍
TCMF12060,小儿脾胃虚弱，食欲不振，消化不良，腹胀便溏。,白术，茯苓，甘草，麦芽，山楂，芦荟，黄连，胡黄连，使君子,人参
TCMF9987,气虚体弱，食欲不振，失眠多梦，疲劳乏力。,黄芪，人参，麦芽，山楂，五味子，刺五加，甘草,鹿茸
TCMF11680,外感风寒，内伤饮食，头痛身热，恶寒无汗，胸膈满闷，腹痛吐泻。,薄荷，广藿香，炙甘草，朱砂，没药，乳香，豆蔻，砂仁，苏合香，白术，木香，天麻，细辛，肉豆蔻，沉香，防风，羌活，香附，诃子,荜茇
TCMF9133,肾虚，阳痿早泄，腰膝酸软，头晕耳鸣，失眠多梦。,鹿茸，鹿角胶，鹿角霜，韭菜子，淫羊藿，肉苁蓉，黄芪，人参，当归，酸枣仁，熟地黄,附子
TCMF11477,风寒感冒，鼻塞流涕，头痛，咳嗽。,朱砂，荜茇，苍术，鹅不食草，白芷，丁香，石菖蒲，冰片，白矾，雄黄,细辛
TCMF7344,冠心病，心绞痛，胸闷，心悸，气短。,三七，赤芍，川芎，红花，降香，苏合香，人参，麦冬，冰片,丹参
TCMF7457,寒饮咳嗽，症见咳嗽痰多，清稀色白，胸膈不快，舌苔白滑，脉弦滑。,干姜，五味子，茯苓，甘草,细辛
TCMF7374,感冒发热，咽喉肿痛，咳嗽痰黄，尿赤便结。,金银花，连翘，板蓝根，大青叶,甘草
TCMF9532,冠心病，心绞痛，心律失常，高脂血症，高血压等心脑血管疾病。,黄芪，人参，麦冬，丹参，葛根，决明子，灵芝，何首乌，红花，川芎，香附，海藻，三七，佛手,蒲黄
TCMF11381,脾胃虚弱，气滞血瘀，胸闷胁痛，食欲不振。,黄精，白术，佛手,丹参
TCMF7368,解积滞,黄芪，白术，茯苓，山药，鸡内金，山楂，麦芽，甘草,陈皮
TCMF12536,头痛，身痛，发热恶寒，胸膈痞闷，恶心呕吐，腹痛泄泻,当归，川芎，白芍，熟地黄，苍术，厚朴，陈皮，半夏，茯苓，枳壳，桔梗，羌活，独活，香附，白芷，防风，甘草,前胡
TCMF10096,肾虚腰痛，腰膝酸软，头晕耳鸣，遗精盗汗，畏寒肢冷。,鹿茸，鹿角胶，制何首乌，熟地黄，龟甲，巴戟天，锁阳，淫羊藿，茯苓，白术，菊花，蒲公英，山药，红参，海马，海龙，鸡内金，鳖甲,沉香
TCMF8226,肝肾阴虚，头晕目眩，腰膝酸软，失眠多梦。,龟甲，鳖甲，熟地黄，制何首乌，枸杞子，女贞子，桑椹，丹参，牡丹皮，茯苓，泽泻，车前子，牡蛎，五味子，覆盆子，当归，山药，狗脊，牛膝,山楂
TCMFx1821,"此证由肺经血热而成每发于面鼻, 起碎疙瘩, 形如黍屑, 色赤肿痛, 破出白粉汁, 日久皆成白屑, 形如黍米白屑宜内服枇杷清肺饮",人参，枇杷叶，甘草，桑白皮，黄柏,黄连
TCMF8745,肝肾不足，瘀血阻络所致的骨性关节炎，症见关节疼痛、肿胀、屈伸不利、腰膝酸软。,鸡血藤，肉苁蓉，女贞子，狗脊，牛膝，淫羊藿，熟地黄，莱菔子,骨碎补
TCMF8828,急慢性肝炎，早期肝硬化，肝功能异常。,茵陈，郁金，丹参，五味子，板蓝根，黄芪，刺五加，甘草,当归
TCMF7826,气血两虚，月经不调，崩漏带下，不孕症。,黄芪，当归，熟地黄，白芍，川芎，麦冬，杜仲，白术，益母草，香附，甘草,茯苓
TCMF12151,瘀血阻络所致的胸痹心痛、眩晕头痛、经期腹痛。,丹参，三七，川芎，赤芍，冰片,葛根
TCMF9846,糖尿病及其并发症，如口渴多饮，消谷善饥，尿多，消瘦，乏力等。,黄精，丹参，葛根，黄芪，天花粉，西洋参,黄连
TCMF11212,失眠，心悸，烦躁不安，头晕耳鸣。,柏子仁，酸枣仁，知母，玄参，合欢皮，首乌藤，栀子,当归
TCMF5998,"积滞, 腹泻",党参，白术，草豆蔻，白扁豆，茯苓，山药，麦芽，陈皮，木香，甘草，山楂,枳壳
TCMF12459,面色苍白，气短懒言，心悸失眠，腰膝酸软，畏寒肢冷，头晕耳鸣，盗汗遗精，崩漏带下,党参，人参，鹿茸，三七，熟地黄，白术，茯苓，当归，白芍，川芎，肉桂，炙甘草,炙黄芪
TCMF8680,肝肾阴虚，头晕目眩，耳鸣耳聋，腰膝酸软，失眠多梦。,知母，熟地黄，女贞子，山药，茯苓，牡丹皮，五味子，石菖蒲，黄柏，泽泻,远志
TCMFx5543,"跌打损伤, 痹病",天南星，草乌，白附子,川乌
TCMF11819,肝肾不足，腰膝酸软，头晕耳鸣，遗精早泄。,杜仲，茯苓，山药，女贞子，枸杞子，莲子，芡实，熟地黄，牡蛎,菟丝子
TCMFx1244,骨性关节炎,熟地黄，肉苁蓉，狗脊，女贞子，淫羊藿，鸡血藤，骨碎补，牛膝,莱菔子
TCMF8234,肾阳不足，腰膝酸软，小便频繁，畏寒肢冷。,附子，肉桂，熟地黄，山茱萸，山药，茯苓，牡丹皮,泽泻
TCMF10872,气虚体弱，久病虚损，神疲乏力，食欲不振，失眠多梦，腰膝酸软。,黄芪，人参，冬虫夏草，鹿茸，麦冬，五味子，丹参，当归，枸杞子，蜂蜜,党参
TCMF3382,虚劳,人参，鹿茸，熟地黄，山药，牛膝，甘草，肉桂，桑寄生，当归，党参，川芎，白芍，何首乌，龙眼肉,白术
TCMF9274,湿热蕴结，小便不利，淋沥涩痛，口苦咽干，舌苔黄腻。,知母，黄柏，侧柏叶，车前子，川木通，泽泻，猪苓，薏苡仁，石斛，大黄，牡丹皮，连翘，地骨皮，当归，玄参，陈皮，甘草,茯苓
TCMF11130,脾胃虚寒，脘腹冷痛，呕吐泄泻，四肢不温。,附子，肉桂，炙甘草，豆蔻，砂仁，木香，细辛，白芷，蛇床子，檀香，丁香，母丁香，花椒，橘红，吴茱萸,当归
TCMF11917,月经不调，痛经，闭经，血瘀腹痛。,丹参，莪术，红花，大黄，桃仁，当归，青皮，肉桂,香附
TCMF11499,银屑病，皮肤瘙痒，湿热蕴结。,土茯苓，丹参，黄芩，苦参，地肤子，白鲜皮，柏子仁，乌梢蛇，青黛,玄参
TCMF7874,气血两虚，头晕目眩，心悸失眠，腰膝酸软。,黄精，制何首乌，当归，益母草，冬虫夏草,天花粉
TCMF7378,肥胖病,大黄，芒硝，滑石，栀子，当归，白芍，川芎，麻黄，防风，荆芥，桔梗，黄芩，连翘，石膏，甘草,薄荷
TCMF10188,血瘀型冠心病、心绞痛、高脂血症等。,丹参，黄芪，郁金，山楂，川芎，泽泻，冰片,槐花
TCMF9586,风湿痹痛，筋骨疼痛，跌打损伤。,没药，乳香，红花，香加皮，马钱子，骨碎补，地龙,防己
TCMF9018,肝肾阴虚，目涩畏光，视物模糊，迎风流泪。,熟地黄，山茱萸，山药，茯苓，泽泻，牡丹皮，枸杞子，菊花，白芍，当归，枳壳,石决明
TCMF10422,风寒湿痹，筋骨疼痛，跌打损伤，瘀血肿痛。,荆芥，没药，苏合香，木香，白及，大黄，赤芍，白蔹，白芷，川芎，当归，防风，陈皮，香橼，桂枝，肉桂，地龙，僵蚕,乳香
TCMFx5747,疮疡,羌活，独活，陈皮，五加皮，甘草，白芷，大黄，防风，赤芍，天花粉，黄柏，桂枝,天南星
TCMF9669,糖尿病，消渴，口渴多饮，多食易饥，尿频量多，形体消瘦，疲乏无力。,黄芪，人参，知母，天花粉，葛根，五味子，地骨皮，鸡内金,山药
TCMF10019,肝肾不足，气血两虚，月经不调，崩漏带下，腰膝酸软，头晕目眩。,人参，黄芪，熟地黄，天冬，丹参，白芍，川芎，山药，芡实，香附，银柴胡，鹿角胶，鹿角霜，鳖甲，牡蛎，桑螵蛸，甘草,当归
TCMF11620,脾胃虚弱，食少便溏，气短咳嗽，肢倦乏力。,甘草，豆蔻，莪术，砂仁，木香，厚朴，沉香，香附，檀香,柴胡
TCMF12108,高血压，头痛，眩晕，失眠。,羚羊角，珍珠母，黄芩，郁金，黄连，辛夷，栀子，冰片，雄黄,朱砂
TCMF7490,月经不调，气血两虚，面色萎黄，头晕心悸。,当归，川芎，白芍，熟地黄，黄芪，白术，茯苓，甘草,党参
TCMF7330,气虚郁结，心悸失眠，食欲不振，神疲乏力。,党参，白术，茯苓，柴胡，白芍，当归，香附，炙甘草,黄芪
TCMF7078,"营卫气血不足, 风邪入侵, 营血痺阻, 肌肉麻木, 手足无力",黄芪，白芍，生姜，大枣,桂枝
TCMF9433,乳腺增生，乳房胀痛，乳癖,半枝莲，瓜蒌，赤芍，香附，制天南星，陈皮，青皮,野菊花
TCMFx3872,"阳痿, 早泄, 滑精, 梦遗, 腰痛",龟甲胶，鹿角胶，补骨脂，续断，杜仲，熟地黄，当归，白芍，枸杞子，五味子，山药，山茱萸，麦冬，芡实，肉桂，附子，牡丹皮，泽泻，茯苓,巴戟天
TCMF12226,感冒发热，头痛鼻塞，咳嗽痰多，胸闷不适。,薄荷，广藿香，黄芩，香薷，紫苏梗，紫苏叶，甘草，槐花,葛根
TCMF10849,热病神昏，高热惊厥，烦躁不安，口渴引饮，尿赤便秘，小儿惊风。,石膏，羚羊角，玄参，升麻，甘草，木香，沉香，丁香，滑石，朱砂，磁石，麝香,芒硝
TCMF2845,"心悸, 不寐, 健忘, 遗精, 盗汗, 耳聋, 耳鸣",红参，鹿茸，酸枣仁，熟地黄，玄参，远志，麦冬，五味子，当归，川芎，牛膝，山药，补骨脂，枸杞子，朱砂,茯苓
TCMF11073,中风后遗症，肢体麻木，言语不利，头痛眩晕。,丹参，黄芪，水蛭,川芎
TCMF7534,伤寒里热已炽，表证未解,石膏，黄芩，黄连，栀子，甘草,黄柏
TCMFx470,"胃脘痛, 腹胀",肉桂，牡蛎，砂仁，白芍，延胡索，小茴香，高良姜,甘草
TCMF10950,肾虚精亏，腰膝酸软，头晕耳鸣，须发早白。,墨旱莲，女贞子，肉苁蓉，熟地黄，五味子，覆盆子，桑椹,菟丝子
TCMF9710,肾虚腰痛，腰膝酸软，神疲乏力，畏寒肢冷。,黄芪，人参，杜仲，巴戟天，淫羊藿，茯苓，肉苁蓉，五味子，枸杞子，熟地黄，黄柏，牡蛎，龟甲，鹿茸,菟丝子
TCMF10684,寒湿痹痛，脾胃虚寒，心悸失眠。,制草乌，肉豆蔻，沉香，丁香，珍珠，磁石,石菖蒲
TCMF956,"风温, 感冒",山银花，连翘，牛蒡子，桔梗，芦根，薄荷，淡豆豉，甘草，荆芥，人工牛黄,淡竹叶
TCMFx4194,感冒,荆芥，防风，羌活，独活，前胡，柴胡，川芎，枳壳，桔梗，甘草,茯苓
TCMF12004,小儿热毒，疮疖脓肿，口舌生疮，咽喉肿痛。,黄芩，黄连，龙胆，玄参，连翘，菊花，茯苓，天花粉，桔梗，冰片，水牛角，朱砂，青黛,大黄
TCMF4057,"眩晕, 口疮, 乳蛾",牛黄，菊花，麦冬，薄荷，石膏，栀子，玄参，番泻叶，黄芩，连翘，桔梗，黄柏，甘草，牵牛子，枳实，冰片,大黄
TCMF12097,脑血栓形成，脑栓塞，脑出血后遗症，脑动脉硬化，高血压等引起的头痛，眩晕，肢体麻木，半身不遂，语言障碍等症状。,丹参，川芎，赤芍，红花，当归，地龙，水蛭，桃仁，牛膝，葛根，天麻，钩藤，石决明，羚羊角，人工牛黄,冰片
TCMF8291,肾虚腰痛，头晕耳鸣，遗精盗汗，四肢乏力。,人参，黄芪，黄精，何首乌，枸杞子，肉苁蓉，冬虫夏草，淫羊藿，茯苓，白术，天冬，五味子，海马，三七，菟丝子，黑芝麻,鹿茸
TCMF1424,"手足厥寒, 脉细欲绝者, 当归四逆汤主之下利脉大者, 虚也, 以强下之故也设脉浮革, 因尔肠鸣者, 属当归四逆汤",桂枝，白芍，细辛，甘草，木通，大枣,当归
TCMF11198,湿热蕴结，发热口渴，胸闷腹胀，小便短赤，黄疸，痢疾。,黄芩，茵陈，滑石，川贝母，射干，广藿香，连翘，木通，石菖蒲，薄荷,豆蔻
TCMF10379,气滞血瘀所致的胸痹、头痛、眩晕、心悸、失眠、月经不调、痛经。,红花，川芎，赤芍，柴胡，枳壳，当归，牛膝，桔梗，甘草,桃仁
TCMF7825,月经不调，痛经，崩漏，带下，产后恶露不绝，体虚乏力。,当归，熟地黄，黄芪，川芎，香附，杜仲，艾叶，麦冬，益母草，白芍，茯苓，砂仁，陈皮，阿胶,白术
TCMF10875,咳嗽，痰多，气喘。,川贝母，枇杷叶,蜂蜜
TCMF8423,肾虚腰痛，腰膝酸软，神疲乏力，头晕耳鸣。,杜仲，何首乌，党参，女贞子，枸杞子，熟地黄，淫羊藿，酸枣仁，甘草,当归
TCMF8583,风湿痹痛，筋骨痿软，腰膝酸软，四肢麻木。,秦艽，麻黄，黄连，制草乌，秦皮，苦杏仁，沉香，柴胡，甘草,黑芝麻
TCMF8688,外感风寒湿邪，头痛身痛，恶寒发热，鼻塞流涕。,防风，苍术，细辛，白芷，川芎，黄芩，甘草,羌活
TCMF9453,乳癖，乳痈，乳腺增生，乳房胀痛。,夏枯草，鸡血藤，昆布，天花粉，漏芦，木香，蒲公英，海藻，赤芍，牡丹皮，连翘，三七，玄参，鹿角,红花
TCMF7399,肾虚腰痛，腰膝酸软，下肢水肿，小便不利。,杜仲，续断，桑寄生，白术，茯苓，枳实，猪苓，车前子，甘草,泽泻
TCMF757,胸痹,三七，川芎，山楂，何首乌,丹参
TCMF12286,跌打损伤，瘀血肿痛，筋骨疼痛。,没药，乳香，红花，赤芍，当归，大黄，天花粉，骨碎补，三七，续断，自然铜,麻黄
